out_deg_centrality,[ 0 14  8 21  5 20 31 29 51  7]
52,"[tensor(0.0179, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0678, device='cuda:2'), tensor(0.0274, device='cuda:2'), tensor(0.0307, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0330, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0273, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0327, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.1226, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0247, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0451, device='cuda:2'), tensor(0.0185, device='cuda:2')]"
53,"[tensor(0.0229, device='cuda:2'), tensor(0.0693, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0779, device='cuda:2'), tensor(0.0385, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.1487, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0278, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0670, device='cuda:2'), tensor(0.0200, device='cuda:2')]"
54,"[tensor(0.0175, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0537, device='cuda:2'), tensor(0.0239, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0269, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0296, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0794, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0562, device='cuda:2'), tensor(0.0197, device='cuda:2')]"
55,"[tensor(0.0244, device='cuda:2'), tensor(0.0691, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0422, device='cuda:2'), tensor(0.0326, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.1261, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0898, device='cuda:2'), tensor(0.0197, device='cuda:2')]"
56,"[tensor(0.0185, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0435, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0284, device='cuda:2'), tensor(0.0465, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0340, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0331, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0269, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0312, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.1486, device='cuda:2'), tensor(0.0296, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0676, device='cuda:2'), tensor(0.0226, device='cuda:2')]"
57,"[tensor(0.0236, device='cuda:2'), tensor(0.0733, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0577, device='cuda:2'), tensor(0.0604, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.1285, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0307, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0709, device='cuda:2'), tensor(0.0254, device='cuda:2')]"
58,"[tensor(0.0182, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0274, device='cuda:2'), tensor(0.0277, device='cuda:2'), tensor(0.0602, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0519, device='cuda:2'), tensor(0.0258, device='cuda:2'), tensor(0.0259, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0283, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0281, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0374, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.1601, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0247, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0266, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.1008, device='cuda:2'), tensor(0.0156, device='cuda:2')]"
59,"[tensor(0.0246, device='cuda:2'), tensor(0.0810, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0126, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0328, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.1479, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0434, device='cuda:2'), tensor(0.0181, device='cuda:2')]"
60,"[tensor(0.0170, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0254, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0771, device='cuda:2'), tensor(0.0273, device='cuda:2'), tensor(0.0352, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0338, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0274, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0322, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.1885, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0520, device='cuda:2'), tensor(0.0190, device='cuda:2')]"
61,"[tensor(0.0230, device='cuda:2'), tensor(0.0646, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0564, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0124, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.1729, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0123, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0729, device='cuda:2'), tensor(0.0217, device='cuda:2')]"
62,"[tensor(0.0166, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0672, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0542, device='cuda:2'), tensor(0.0303, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0337, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0286, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.2643, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0247, device='cuda:2'), tensor(0.0236, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0271, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0124, device='cuda:2'), tensor(0.0557, device='cuda:2'), tensor(0.0207, device='cuda:2')]"
63,"[tensor(0.0242, device='cuda:2'), tensor(0.0678, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0494, device='cuda:2'), tensor(0.0845, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.1337, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0333, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0525, device='cuda:2'), tensor(0.0199, device='cuda:2')]"
64,"[tensor(0.0176, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0440, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0751, device='cuda:2'), tensor(0.0596, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0319, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0248, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0228, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0301, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0848, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0130, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0577, device='cuda:2'), tensor(0.0190, device='cuda:2')]"
65,"[tensor(0.0225, device='cuda:2'), tensor(0.0718, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0847, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0145, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.1691, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0356, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0379, device='cuda:2'), tensor(0.0254, device='cuda:2')]"
