in_deg_centrality,[10  3  0  8 14 17 25 24 16]
61,"[tensor(0.0368, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0203, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0423, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0221, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0302, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0216, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0200, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0112, device='cuda:0')]"
62,"[tensor(0.0274, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.1969, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0194, device='cuda:0'), tensor(0.0186, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0256, device='cuda:0'), tensor(0.0209, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.1622, device='cuda:0'), tensor(0.0240, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0168, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0184, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0220, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0296, device='cuda:0'), tensor(0.0165, device='cuda:0'), tensor(0.0178, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0131, device='cuda:0')]"
63,"[tensor(0.0157, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0254, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0237, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0434, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0243, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0174, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0209, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0321, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0210, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0207, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0103, device='cuda:0')]"
64,"[tensor(0.0103, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0634, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0191, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0189, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0720, device='cuda:0'), tensor(0.0343, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0174, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0217, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0174, device='cuda:0'), tensor(0.0186, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0212, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0190, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0246, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0139, device='cuda:0')]"
65,"[tensor(0.0249, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0101, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0227, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0161, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0302, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0286, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0285, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0248, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0111, device='cuda:0')]"
66,"[tensor(0.0489, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0190, device='cuda:0'), tensor(0.0965, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0199, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0903, device='cuda:0'), tensor(0.0331, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0237, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0192, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0217, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0245, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0258, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0125, device='cuda:0')]"
67,"[tensor(0.0293, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0379, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0265, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0186, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0183, device='cuda:0'), tensor(0.0229, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0293, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0321, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0252, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0196, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0215, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0109, device='cuda:0')]"
68,"[tensor(0.0110, device='cuda:0'), tensor(0.0168, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.1606, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0243, device='cuda:0'), tensor(0.0562, device='cuda:0'), tensor(0.0161, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0191, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.2205, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0180, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0192, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0172, device='cuda:0'), tensor(0.0197, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0201, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0198, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0208, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0173, device='cuda:0'), tensor(0.0126, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0228, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0136, device='cuda:0')]"
69,"[tensor(0.0133, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0313, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0357, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0159, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0244, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0338, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0286, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0264, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0236, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0108, device='cuda:0')]"
70,"[tensor(0.0187, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0374, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0173, device='cuda:0'), tensor(0.0226, device='cuda:0'), tensor(0.0210, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0175, device='cuda:0'), tensor(0.0611, device='cuda:0'), tensor(0.0229, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0221, device='cuda:0'), tensor(0.0134, device='cuda:0'), tensor(0.0232, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0142, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0166, device='cuda:0'), tensor(0.0141, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0231, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0210, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0208, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0166, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0227, device='cuda:0'), tensor(0.0165, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0135, device='cuda:0')]"
71,"[tensor(0.0385, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0171, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0135, device='cuda:0'), tensor(0.0943, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0164, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0170, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0268, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0150, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0313, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0225, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0237, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0246, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0112, device='cuda:0')]"
72,"[tensor(0.0231, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0151, device='cuda:0'), tensor(0.0332, device='cuda:0'), tensor(0.2058, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0209, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0239, device='cuda:0'), tensor(0.0219, device='cuda:0'), tensor(0.0252, device='cuda:0'), tensor(0.1642, device='cuda:0'), tensor(0.0646, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0227, device='cuda:0'), tensor(0.0152, device='cuda:0'), tensor(0.0218, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0243, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0200, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0185, device='cuda:0'), tensor(0.0221, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0196, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0199, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.0224, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0194, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0132, device='cuda:0')]"
73,"[tensor(0.0126, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0145, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0189, device='cuda:0'), tensor(0.0242, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0189, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0107, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0235, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0162, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0280, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0101, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0300, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0246, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0181, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0107, device='cuda:0')]"
74,"[tensor(0.0104, device='cuda:0'), tensor(0.0153, device='cuda:0'), tensor(0.0156, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0441, device='cuda:0'), tensor(0.0136, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0263, device='cuda:0'), tensor(0.0370, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0209, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0654, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0249, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0237, device='cuda:0'), tensor(0.0132, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0157, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0198, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0189, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0253, device='cuda:0'), tensor(0.0197, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0149, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0137, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0206, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0166, device='cuda:0'), tensor(0.0266, device='cuda:0'), tensor(0.0155, device='cuda:0'), tensor(0.0160, device='cuda:0')]"
75,"[tensor(0.0163, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0188, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0119, device='cuda:0'), tensor(0.0102, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0158, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0130, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0110, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0324, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0176, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0324, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0260, device='cuda:0'), tensor(0.0108, device='cuda:0'), tensor(0.0218, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0177, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0110, device='cuda:0')]"
76,"[tensor(0.0397, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0154, device='cuda:0'), tensor(0.0216, device='cuda:0'), tensor(0.0772, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0167, device='cuda:0'), tensor(0.0114, device='cuda:0'), tensor(0.0113, device='cuda:0'), tensor(0.0146, device='cuda:0'), tensor(0.0268, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0128, device='cuda:0'), tensor(0.1105, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0160, device='cuda:0'), tensor(0.0139, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0249, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0140, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0208, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0345, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0182, device='cuda:0'), tensor(0.0115, device='cuda:0'), tensor(0.0148, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0230, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0247, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0226, device='cuda:0'), tensor(0.0121, device='cuda:0'), tensor(0.0126, device='cuda:0')]"
77,"[tensor(0.0118, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0105, device='cuda:0'), tensor(0.0103, device='cuda:0'), tensor(0.0143, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0144, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0111, device='cuda:0'), tensor(0.0104, device='cuda:0'), tensor(0.0123, device='cuda:0'), tensor(0.0118, device='cuda:0'), tensor(0.0147, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0129, device='cuda:0'), tensor(0.0179, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0117, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0131, device='cuda:0'), tensor(0.0133, device='cuda:0'), tensor(0.0125, device='cuda:0'), tensor(0.0169, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0112, device='cuda:0'), tensor(0.0229, device='cuda:0'), tensor(0.0120, device='cuda:0'), tensor(0.0163, device='cuda:0'), tensor(0.0116, device='cuda:0'), tensor(0.0284, device='cuda:0'), tensor(0.0122, device='cuda:0'), tensor(0.0106, device='cuda:0'), tensor(0.0124, device='cuda:0'), tensor(0.0272, device='cuda:0'), tensor(0.0109, device='cuda:0'), tensor(0.0237, device='cuda:0'), tensor(0.0138, device='cuda:0'), tensor(0.0195, device='cuda:0'), tensor(0.0127, device='cuda:0'), tensor(0.0105, device='cuda:0')]"
